LZ-ID;Themencluster;Cl-ID;Thema;Th-ID;Lernziel Start;Lernziele Inhalt;Lernziel Verb;Stufe (Bloom);BA;MA;ECR;DS;SK;MK;SeK;SoK;Lernziel komplett;;
02_017_0587;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Methoden zur Datentransformation;benennen.;1;x;x;x;x;x;;;;Lernende können Methoden zur Datentransformation benennen.;;
02_017_0588;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Methoden zur Datentransformation;erläutern.;2;x;x;x;x;x;;;;Lernende können Methoden zur Datentransformation erläutern.;;
02_017_0589;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Methoden zur Datentransformation;anwenden.;3;;x;x;x;x;x;;;Lernende können Methoden zur Datentransformation anwenden.;;
02_017_0590;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Methoden zur Datentransformation;analysieren.;4;;;x;x;x;x;;;Lernende können Methoden zur Datentransformation analysieren.;;
02_017_0591;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Softwares zur grafischen Darstellung von Daten;anwenden.;3;x;x;x;x;x;x;;;Lernende können Softwares zur grafischen Darstellung von Daten anwenden.;;
02_017_0592;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;mit Softwares Daten graphisch;analysieren.;4;;x;x;x;x;x;;;Lernende können mit Softwares Daten graphisch analysieren.;;
02_017_0593;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Softwares zur automatisierten Datenanalyse;anwenden.;3;;x;x;x;x;x;;;Lernende können Softwares zur automatisierten Datenanalyse anwenden.;;
02_017_0594;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Konzepte zur automatisierten Datenanalyse;entwickeln.;6;;;x;x;x;x;;;Lernende können Konzepte zur automatisierten Datenanalyse entwickeln.;;
02_017_0595;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Beratungsszenarien zum Thema Datenanalysemethoden;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Thema Datenanalysemethoden konzipieren.;;
02_017_0596;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;Beratungen zum Thema Datenanalysemethoden;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema Datenanalysemethoden durchführen.;;
02_017_0597;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;didaktische Szenarien zum Thema Datenanalysemethoden;konzipieren.;6;;;x;x;x;x;;;Lernende können didaktische Szenarien zum Thema Datenanalysemethoden konzipieren.;;
02_017_0598;Arbeiten mit Daten;02;Datenanalyse;02_017;Lernende können;didaktische Szenarien zum Thema Datenanalysemethoden;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Datenanalysemethoden durchführen.;;
03_001_0599;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;den Begriff Datendokumentation;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff Datendokumentation erläutern.;;
03_001_0600;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Inhalte einer Datendokumentation;benennen.;1;x;x;x;x;x;;;;Lernende können Inhalte einer Datendokumentation benennen.;;
03_001_0601;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;die Relevanz einer Datendokumentation;benennen.;1;x;x;x;x;x;;;;Lernende können die Relevanz einer Datendokumentation benennen.;;
03_001_0602;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;die Relevanz einer Datendokumentation;erläutern.;2;x;x;x;x;x;;;;Lernende können die Relevanz einer Datendokumentation erläutern.;;
03_001_0603;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Methoden der Datendokumentation;benennen. ;1;x;x;x;x;x;;;;Lernende können Methoden der Datendokumentation benennen. ;;
03_001_0604;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Methoden der Datendokumentation;erläutern.;2;;x;x;x;x;;;;Lernende können Methoden der Datendokumentation erläutern.;;
03_001_0605;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Methoden der Datendokumentation;analysieren.;4;;;x;x;x;x;;;Lernende können Methoden der Datendokumentation analysieren.;;
03_001_0606;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;unter Anleitung Methoden zur Datendokumentation;anwenden.;3;;x;x;x;x;x;;;Lernende können unter Anleitung Methoden zur Datendokumentation anwenden.;;
03_001_0607;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;eigenständig Methoden zur Datendokumentation;anwenden.;3;;;x;x;x;x;;;Lernende können eigenständig Methoden zur Datendokumentation anwenden.;;
03_001_0608;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Methoden der Datendokumentation;bewerten.;5;;;x;x;x;x;x;x;Lernende können Methoden der Datendokumentation bewerten.;;
03_001_0609;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;unter Anleitung Methoden der Datendokumentation;entwickeln.;6;;x;x;x;x;x;;;Lernende können unter Anleitung Methoden der Datendokumentation entwickeln.;;
03_001_0610;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;eigenständig Methoden der Datendokumentation;entwickeln.;6;;;x;x;x;x;;;Lernende können eigenständig Methoden der Datendokumentation entwickeln.;;
03_001_0611;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Qualitätskriterien einer nachhaltigen Datendokumentation;benennen.;1;;x;x;x;x;;;;Lernende können Qualitätskriterien einer nachhaltigen Datendokumentation benennen.;;
03_001_0612;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Qualitätskriterien einer nachhaltigen Datendokumentation;erläutern.;1;;x;x;x;x;;;;Lernende können Qualitätskriterien einer nachhaltigen Datendokumentation erläutern.;;
03_001_0613;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;die eigene Datendokumentation;analysieren.;4;;x;x;x;x;x;x;;Lernende können die eigene Datendokumentation analysieren.;;
03_001_0614;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;die eigene Datendokumentation;bewerten.;5;;;x;x;x;x;x;;Lernende können die eigene Datendokumentation bewerten.;;
03_001_0615;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;die eigene Datendokumentation;entwickeln.;6;;;x;x;x;x;;;Lernende können die eigene Datendokumentation entwickeln.;;
03_001_0616;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;einen Workflow für Datendokumentationen;entwickeln.;6;;x;x;x;x;x;;;Lernende können einen Workflow für Datendokumentationen entwickeln.;;
03_001_0617;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Vorlagen für Datendokumentationen;entwickeln.;6;;;;x;x;x;;;Lernende können Vorlagen für Datendokumentationen entwickeln.;;
03_001_0618;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Softwares zur Datendokumentation;benennen.;1;x;x;x;x;x;;;;Lernende können Softwares zur Datendokumentation benennen.;;
03_001_0619;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Softwares zur Datendokumentation;erläutern.;2;;;x;x;x;;;;Lernende können Softwares zur Datendokumentation erläutern.;;
03_001_0620;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;unter Anleitung Softwares zur Datendokumentation;anwenden.;3;;x;x;x;x;x;;;Lernende können unter Anleitung Softwares zur Datendokumentation anwenden.;;
03_001_0621;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;eigenständig Softwares zur Datendokumentation;anwenden.;3;;;x;x;x;x;;;Lernende können eigenständig Softwares zur Datendokumentation anwenden.;;
03_001_0622;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;didaktische Szenarien zum Thema Datendokumentation;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema Datendokumentation konzipieren.;;
03_001_0623;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;didaktische Szenarien zum Thema Datendokumentation;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Datendokumentation durchführen.;;
03_001_0624;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Beratungsszenarien zum Thema Datendokumentation;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Thema Datendokumentation konzipieren.;;
03_001_0625;Dokumentation und Metadaten;03;Datendokumentation;03_001;Lernende können;Beratungen zum Thema Datendokumentation;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema Datendokumentation durchführen.;;
03_002_0626;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;den Begriff Metadaten;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff Metadaten erläutern.;;
03_002_0627;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;verschiedene Arten von Metadaten;benennen.;1;x;x;x;x;x;;;;Lernende können verschiedene Arten von Metadaten benennen.;;
03_002_0628;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;die Relevanz von Metadaten;benennen.;1;x;x;x;x;x;;;;Lernende können die Relevanz von Metadaten benennen.;;
03_002_0629;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;die Relevanz von Metadaten;erläutern.;2;x;x;x;x;x;;;;Lernende können die Relevanz von Metadaten erläutern.;;
03_002_0630;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;Qualitätskriterien von Metadaten;benennen.;1;x;x;x;x;x;;;;Lernende können Qualitätskriterien von Metadaten benennen.;;
03_002_0631;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;Qualitätskriterien von Metadaten;erläutern.;2;x;x;x;x;x;;;;Lernende können Qualitätskriterien von Metadaten erläutern.;;
03_002_0632;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;die Qualität von Metadaten;analysieren.;4;;;x;x;x;x;;;Lernende können die Qualität von Metadaten analysieren.;;
03_002_0633;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;die Qualität von Metadaten;bewerten.;5;;;x;x;x;x;;;Lernende können die Qualität von Metadaten bewerten.;;
03_002_0634;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;die Metadaten einer Datei;benennen.;1;x;x;x;x;x;;;;Lernende können die Metadaten einer Datei benennen.;;
03_002_0635;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;die Metadaten einer Datei;erläutern.;2;x;x;x;x;x;;;;Lernende können die Metadaten einer Datei erläutern.;;
03_002_0636;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;die Metadaten einer Datei;analysieren.;4;;x;x;x;x;x;;;Lernende können die Metadaten einer Datei analysieren.;;
03_002_0637;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;die Metadaten einer Datei;bewerten.;5;;;x;x;x;x;;;Lernende können die Metadaten einer Datei bewerten.;;
03_002_0638;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;Softwares zum automatischen Auslesen von Metadaten;benennen.;1;x;x;x;x;x;;;;Lernende können Softwares zum automatischen Auslesen von Metadaten benennen.;;
03_002_0639;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;Softwares zum automatischen Auslesen von Metadaten;anwenden.;3;;x;x;x;x;x;;;Lernende können Softwares zum automatischen Auslesen von Metadaten anwenden.;;
03_002_0640;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;Softwares zum automatischen Auslesen von Metadaten;entwickeln.;6;;;x;x;x;x;;;Lernende können Softwares zum automatischen Auslesen von Metadaten entwickeln.;;
03_002_0641;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;didaktische Szenarien zum Thema Metadaten;konzipieren.;6;;;x;x;x;x;;;Lernende können didaktische Szenarien zum Thema Metadaten konzipieren.;;
03_002_0642;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;didaktische Szenarien zum Thema Metadaten;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Metadaten durchführen.;;
03_002_0643;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;Beratungen zum Thema Metadaten;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungen zum Thema Metadaten konzipieren.;;
03_002_0644;Dokumentation und Metadaten;03;Metadaten;03_002;Lernende können;Beratungen zum Thema Metadaten;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema Metadaten durchführen.;;
03_003_0645;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;den Begriff Metadatenstandard;erläutern.;2;;x;x;x;x;;;;Lernende können den Begriff Metadatenstandard erläutern.;;
03_003_0646;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Metadatenstandards;benennen.;1;;x;x;x;x;;;;Lernende können Metadatenstandards benennen.;;
03_003_0647;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Metadatenstandards;erläutern.;2;;x;x;x;x;;;;Lernende können Metadatenstandards erläutern.;;
03_003_0648;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;die Relevanz von Metadatenstandards;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz von Metadatenstandards erläutern.;;
03_003_0649;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;den Unterschied zwischen Metadatenstandard und kontrolliertem Vokabular;erläutern.;2;;;x;x;x;;;;Lernende können den Unterschied zwischen Metadatenstandard und kontrolliertem Vokabular erläutern.;;
03_003_0650;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;den Unterschied zwischen Metadatenstandard und einem quasi-Metadatenstandard;erläutern.;2;;;x;x;x;;;;Lernende können den Unterschied zwischen Metadatenstandard und einem quasi-Metadatenstandard erläutern.;;
03_003_0651;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;den Unterschied zwischen Metadatenstandard und einem Metadatenschema;erläutern.;2;;x;x;x;x;;;;Lernende können den Unterschied zwischen Metadatenstandard und einem Metadatenschema erläutern.;;
03_003_0652;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Arten von kontrollierten Vokabularen;erläutern.;2;;;x;x;x;;;;Lernende können Arten von kontrollierten Vokabularen erläutern.;;
03_003_0653;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;unter Anleitung eine Recherche nach Metadatenstandards;durchführen.;3;;;;x;x;x;;;Lernende können unter Anleitung eine Recherche nach Metadatenstandards durchführen.;;
03_003_0654;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;eigenständig eine Recherche nach Metadatenstandards;durchführen.;3;;;x;x;x;x;;;Lernende können eigenständig eine Recherche nach Metadatenstandards durchführen.;;
03_003_0655;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;unter Anleitung Metadatenstandards;analysieren.;4;;x;x;x;x;x;;;Lernende können unter Anleitung Metadatenstandards analysieren.;;
03_003_0656;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;unter Anleitung Metadatenstandards;bewerten.;5;;x;x;x;x;x;;;Lernende können unter Anleitung Metadatenstandards bewerten.;;
03_003_0657;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;eigenständig Metadatenstandards;analysieren.;4;;;x;x;x;x;;;Lernende können eigenständig Metadatenstandards analysieren.;;
03_003_0658;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;eigenständig Metadatenstandards;bewerten.;5;;;x;x;x;x;;;Lernende können eigenständig Metadatenstandards bewerten.;;
03_003_0659;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;unter Anleitung Metadatenstandards;anwenden.;3;;x;x;x;x;x;;;Lernende können unter Anleitung Metadatenstandards anwenden.;;
03_003_0660;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;eigenständig Metadatenstandards;anwenden.;3;;;x;x;x;x;;;Lernende können eigenständig Metadatenstandards anwenden.;;
03_003_0661;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Standardisierungsorganisationen;benennen.;1;;;;x;x;;;;Lernende können Standardisierungsorganisationen benennen.;;
03_003_0662;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Schwierigkeiten bei der Etablierung von Metadatenstandards;erläutern.;2;;;;x;x;;;;Lernende können Schwierigkeiten bei der Etablierung von Metadatenstandards erläutern.;;
03_003_0663;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;bewährte Methoden für die Entwicklung von Metadatenstandards;benennen.;1;;;x;x;x;;;;Lernende können bewährte Methoden für die Entwicklung von Metadatenstandards benennen.;;
03_003_0664;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;bewährte Methoden für die Nutzung von Metadatenstandards;benennen.;1;;;x;x;x;;;;Lernende können bewährte Methoden für die Nutzung von Metadatenstandards benennen.;;
03_003_0665;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Methoden zur Metadatenmigration unter Berücksichtigung von Metadatenstandards;benennen.;1;;;x;x;x;;;;Lernende können Methoden zur Metadatenmigration unter Berücksichtigung von Metadatenstandards benennen.;;
03_003_0666;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Methoden zur Metadatenmigration unter Berücksichtigung von Metadatenstandards;erläutern.;2;;;x;x;x;;;;Lernende können Methoden zur Metadatenmigration unter Berücksichtigung von Metadatenstandards erläutern.;;
03_003_0667;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Methoden zur Metadatenmigration unter Berücksichtigung von Metadatenstandards;anwenden.;3;;;x;x;x;x;;;Lernende können Methoden zur Metadatenmigration unter Berücksichtigung von Metadatenstandards anwenden.;;
03_003_0668;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Methoden zur Metadatenmigration unter Berücksichtigung von Metadatenstandards;analysieren. ;4;;;x;x;x;x;;;Lernende können Methoden zur Metadatenmigration unter Berücksichtigung von Metadatenstandards analysieren. ;;
03_003_0669;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;die Interoperabilität zwischen Systemen durch den Einsatz von Metadatenstandards;bewerten.;5;;;x;x;x;x;;;Lernende können die Interoperabilität zwischen Systemen durch den Einsatz von Metadatenstandards bewerten.;;
03_003_0670;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;die Interoperabilität zwischen Organisationen durch den Einsatz von Metadatenstandards;bewerten.;5;;;x;x;x;x;;;Lernende können die Interoperabilität zwischen Organisationen durch den Einsatz von Metadatenstandards bewerten.;;
03_003_0671;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;didaktische Szenarien zum Thema Metadatenstandards;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema Metadatenstandards konzipieren.;;
03_003_0672;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;didaktische Szenarien zum Thema Metadatenstandards;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Metadatenstandards durchführen.;;
03_003_0673;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Beratungen zum Thema Metadatenstandards;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungen zum Thema Metadatenstandards konzipieren.;;
03_003_0674;Dokumentation und Metadaten;03;Metadatenstandard;03_003;Lernende können;Beratungen zum Thema Metadatenstandards;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema Metadatenstandards durchführen.;;
03_004_0675;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;den Begriff persistente Identifikator;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff persistente Identifikator erläutern.;;
03_004_0676;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Beispiele von persistenten Identifikatoren;benennen.;1;x;x;x;x;x;;;;Lernende können Beispiele von persistenten Identifikatoren benennen.;;
03_004_0677;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Beispiele von persistenten Identifikatoren;erläutern.;2;x;x;x;x;x;;;;Lernende können Beispiele von persistenten Identifikatoren erläutern.;;
03_004_0678;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Aufbau von persistenten Identifikatoren;benennen.;1;;x;x;x;x;;;;Lernende können Aufbau von persistenten Identifikatoren benennen.;;
03_004_0679;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Aufbau von persistenten Identifikatoren;erläutern.;2;;x;x;x;x;;;;Lernende können Aufbau von persistenten Identifikatoren erläutern.;;
03_004_0680;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;die Funktionsweise von persistenten Identifikatoren;erläutern.;2;;x;x;x;x;;;;Lernende können die Funktionsweise von persistenten Identifikatoren erläutern.;;
03_004_0681;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;die Anwendungsbereiche von persistenten Identifikatoren;benennen.;1;x;x;x;x;x;;;;Lernende können die Anwendungsbereiche von persistenten Identifikatoren benennen.;;
03_004_0682;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;die Relevanz von persistenten Identifikatoren;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz von persistenten Identifikatoren erläutern.;;
03_004_0683;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;persistente Identifikatoren für die Recherche;anwenden.;3;;x;x;x;x;x;;;Lernende können persistente Identifikatoren für die Recherche anwenden.;;
03_004_0684;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;persistente Identifikatoren zur Referenzierung;anwenden.;3;;x;x;x;x;x;;;Lernende können persistente Identifikatoren zur Referenzierung anwenden.;;
03_004_0685;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;die Anwendung persistenter Identifikatoren zur Referenzierung;analysieren.;4;;;;x;x;x;;;Lernende können die Anwendung persistenter Identifikatoren zur Referenzierung analysieren.;;
03_004_0686;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;die Anwendung persistenter Identifikatoren zur Referenzierung;bewerten.;5;;;;x;x;x;;;Lernende können die Anwendung persistenter Identifikatoren zur Referenzierung bewerten.;;
03_004_0687;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Softwares zur Verwaltung persistenter Identifikatoren;benennen.;1;;;;x;x;;;;Lernende können Softwares zur Verwaltung persistenter Identifikatoren benennen.;;
03_004_0688;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Softwares zur Verwaltung persistenter Identifikatoren;anwenden.;3;;;x;x;x;x;;;Lernende können Softwares zur Verwaltung persistenter Identifikatoren anwenden.;;
03_004_0689;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Softwares zur Verwaltung persistenter Identifikatoren;bewerten.;4;;;;x;x;x;;;Lernende können Softwares zur Verwaltung persistenter Identifikatoren bewerten.;;
03_004_0690;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Softwares zur Verwaltung persistenter Identifikatoren;analysieren.;5;;;;x;x;x;;;Lernende können Softwares zur Verwaltung persistenter Identifikatoren analysieren.;;
03_004_0691;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Beratungen zum Thema persistente Identifikatoren;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungen zum Thema persistente Identifikatoren konzipieren.;;
03_004_0692;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;Beratungen zum Thema persistente Identifikatoren;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema persistente Identifikatoren durchführen.;;
03_004_0693;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;didaktische Szenarien zum Thema persistente Identifikatoren;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema persistente Identifikatoren konzipieren.;;
03_004_0694;Dokumentation und Metadaten;03;Persistente Identifikatoren;03_004;Lernende können;didaktische Szenarien zum Thema persistente Identifikatoren;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema persistente Identifikatoren durchführen.;;
03_005_0695;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;den Begriff kontrolliertes Vokabular;erläutern.;2;;x;x;x;x;;;;Lernende können den Begriff kontrolliertes Vokabular erläutern.;;
03_005_0696;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Anwendungsbereiche von kontrollierten Vokabularen;benennen.;1;;x;x;x;x;;;;Lernende können Anwendungsbereiche von kontrollierten Vokabularen benennen.;;
03_005_0697;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Anwendungsbereiche von kontrollierten Vokabularen;erläutern.;2;;x;x;x;x;;;;Lernende können Anwendungsbereiche von kontrollierten Vokabularen erläutern.;;
03_005_0698;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Typen von kontrollierten Vokabularen;benennen.;1;;x;x;x;x;;;;Lernende können Typen von kontrollierten Vokabularen benennen.;;
03_005_0699;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Beispiele von kontrollierten Vokabularen;benennen.;1;;x;x;x;x;;;;Lernende können Beispiele von kontrollierten Vokabularen benennen.;;
03_005_0700;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Beispiele von kontrollierten Vokabularen;erläutern.;2;;x;x;x;x;;;;Lernende können Beispiele von kontrollierten Vokabularen erläutern.;;
03_005_0701;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;die Relevanz von kontrollierten Vokabularen;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz von kontrollierten Vokabularen erläutern.;;
03_005_0702;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;kontrollierte Vokabulare zur Beschreibung von Ressourcen;benennen.;1;;;x;x;x;;;;Lernende können kontrollierte Vokabulare zur Beschreibung von Ressourcen benennen.;;
03_005_0703;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;kontrollierte Vokabulare zur Beschreibung von Ressourcen;erläutern.;2;;;x;x;x;;;;Lernende können kontrollierte Vokabulare zur Beschreibung von Ressourcen erläutern.;;
03_005_0704;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;kontrollierte Vokabulare zur Beschreibung von Ressourcen;anwenden.;3;;;x;x;x;x;;;Lernende können kontrollierte Vokabulare zur Beschreibung von Ressourcen anwenden.;;
03_005_0705;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;kontrollierte Vokabulare zur Beschreibung von Ressourcen;analysieren.;4;;;;x;x;x;;;Lernende können kontrollierte Vokabulare zur Beschreibung von Ressourcen analysieren.;;
03_005_0706;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;kontrollierte Vokabulare zur Beschreibung von Ressourcen;bewerten.;5;;;;x;x;x;;;Lernende können kontrollierte Vokabulare zur Beschreibung von Ressourcen bewerten.;;
03_005_0707;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;kontrollierte Vokabulare zur Beschreibung von Ressourcen;entwickeln.;6;;;;x;x;x;;;Lernende können kontrollierte Vokabulare zur Beschreibung von Ressourcen entwickeln.;;
03_005_0708;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Methoden zur Entwicklung von kontrollierten Vokabularen;benennen.;1;;;;x;x;;;;Lernende können Methoden zur Entwicklung von kontrollierten Vokabularen benennen.;;
03_005_0709;Dokumentation und Metadaten;03;Vokabulare;03_005;Lernende können;Methoden zur Entwicklung von kontrollierten Vokabularen;erläutern.;2;;;;x;x;;;;Lernende können Methoden zur Entwicklung von kontrollierten Vokabularen erläutern.;;
